Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,Price_Hashed,Price_Encripted,RAM_Size_Encrypted
Asus,3.835917536922537,4,1000,14.295858628880625,3.0923383250314984,31967.607631536364,cc5d53247bb05bf452e7a6fb5f299dd4e7b77719007d2f200ab2fb497c02e29c,gAAAAABoGRbJH45BbHCd1KmcSD50w8VQ-htnaUST71mxxuL7TDRoF7YzzNjB6lGDOCWC5xnvXCVfPpznhJm3QcWADm2N1DWErSnz4-r8pXbAtkE0L7h__go=,gAAAAABoGRbJTJcYTxkAV5UBKJIax7g_C8UPkSlDmCVWiXECFrqYWH8BefWjMPOKjmAqpn-YqQWCx45M9NacLFnfOQfzz542eA==
Lenovo,3.813921282266941,32,512,12.871904121958512,3.6986450472578496,18534.108629919712,06b3c6ca37e5fef3ba7f69c3b11f896842f0e9f4bfba72137e429be10171e1d4,gAAAAABoGRbJX6_JI4gwtjHz_fW5oNp7zWY7z5yteGst_oleG1GItsuaSX1OB4NGunlJfiy3ZDV7ppTr4pLe1S2kERzd-8M16Vi-jUkX3Of2mLfjsUyP0C0=,gAAAAABoGRbJWeSNwBFXXhijoRHoMJxc3Ax3cKAk15Ijw6YZ4n2s4nOqOx9GrREDReYfLfzWPnmXXPzki-gdMVH94LiMCEcd2w==
Acer,2.6270984285103305,8,512,13.895002521412165,2.018772413079411,17495.98363758707,1c3514d02fadb490459d0621f8dbb4840dad5e1467ec32970d1c56ec0a074452,gAAAAABoGRbJdVJH_89OGdZrpNnac288N5yVmZV06fb_QlaKMQem6Ue-AvjkenJq3EEkRN6YeRMdLWrwzbtes6I21xR0_SWvEQM487oOMzWYpkWm4jfs6Cs=,gAAAAABoGRbJAbCAeBq9GpbNbSDGTzG_psE8rveo5B4GxB1Dco7jerTxeVP_IXElFffjwW4WuFUDve7uayz10XxqikU6qo8nBA==
HP,1.783095114601888,16,256,14.040035893896476,2.1856571050414257,9731.982415267874,befd86541b00a1beea95c3c064e3b21738217b541cea9ae39e76d682df68a607,gAAAAABoGRbJ2DUaf47MlwcPrI9p1o0-idJExXvJ422GsJIhu7BUy1j2uB7RT9zt2lkZN3wAOv10uYS2jKcTkOTmKJ8XcAz7XyLUFYDjfYPGMwWbqmXK8QY=,gAAAAABoGRbJpAI1pH3aJSm40KwKwS_VdTP2_g92klfjff2ShnGw-aU2IyTiMHxQhiKDciZcoWhHAh36rnEneKjB6BH2mGTrPQ==
Asus,3.962102997405837,8,256,13.323423627068577,3.6061038235449536,9831.389961542602,a32e8112ad4cca6a4c5b4678e9a84823ea26fe724850bb8cd552aa77253725ac,gAAAAABoGRbJAjUieOJ6JIa05lJ99kwV7j-xuLwznBMqE_5YGMfnjO_ssXTpGPyjX4vu5H0KLkkGSBH8aY8vdJk9iI_hlB6qQ3sXB3idcCz7mzHRYfPciH0=,gAAAAABoGRbJacNGWcCpYConfKc8MsEf6trJZy_hyjeUtxPNL1dqZmbHIGXVt9WXb6J2xfIgVjP30u6cCKbJna-__UFfpZ10Mw==
HP,3.5972452161148354,32,256,16.439433264032978,3.698214939344495,11038.928125612205,4420f8ed435ae6dc11e3dc607559dac0f8f97e03fb44dfdbee0d3cad3dfdba7e,gAAAAABoGRbJmKjGq--2zZDjY53h-NqbEeT7v85ccAqBF-ayTmPqlG9tZG39Sg_1u0p7pcczbVciB-xbilSzugWiLFXiBGEfnAg-7wGu65Uved_4jdfbH2Q=,gAAAAABoGRbJVo1DFldAnEqany8ENDaoo7GUCX2q7Xawy-aSOo3PRbNCv7Y3rb_QHL_VEOQDyYCLaKn6iI_qu2hj1krkA_dHYQ==
Asus,1.8116567030081672,16,256,11.096371189886035,4.254358833378031,8971.512504748447,da2d995346a35c31f2cb036ddd79a0f5a9a4140da81b88c8c7419a60fef40691,gAAAAABoGRbJjbej50dTYL6TvRPki7tjHI3xQxQBhROD50e2KSFeErS_vgBKZGYC8peRTFEaN0N1oP39eK5_wvoSuK4T25C-5xO1UvKNwBiXgZUkKj-kVw4=,gAAAAABoGRbJuuTuWOYwtEtNiQ9A9chUQUlfYBDoZKD3FOd3RPaKmxvENnI9LXv-7aPpykqLqikgXYnxDsN9elBan3vQo4SU8w==
Acer,3.802104706543431,32,256,15.693027578547476,2.3958959588718853,10915.05717304083,d8763bc92b2968e21aba7a08f16922ca22d9c5248a821c374ced1c8603cde768,gAAAAABoGRbJETSXAslmgcItWc_oeSAGcZjqa7v1a3AGXbGucNJstR8N92LzS3xKKi9bNUKDoqloOOYGdB3Zs6ZQdhMiw5w49NgyAQD8lUbSVrHS1u0axHo=,gAAAAABoGRbJqCHQLR_XB-L6LlpZrioBZF2Hewv3cWyhcmHtSFbEEMugjBb38_qqYUHo1SsfHou4860J_DpPE3GbGvpy1hYJVQ==
Dell,3.674740905155321,16,256,11.746296987447948,3.539549251270336,9637.891638203962,00efcb1507b5ab10a2e80b37f59ea694bd3b66f7ad09eb9310f3cf9b61bbc826,gAAAAABoGRbJkaYv7paZWwMriddsSnL2Mw3ns0C1KvLDtu2pGb0KnCiV3BE13ytVIWbnOzLEa7FsmixjWsgQwanx-NXBwtZEEazgg41Qv7AgwVeFIBSJR5E=,gAAAAABoGRbJAP4lTzLhlildpkxhf1fXndY-mQlaVD6ps8eza-nhfsyw0Mroj--Z80lp8OyP-fmM63WCLVsJ5dm082OEtxNgkg==
Asus,2.79709514281518,16,256,15.785284163223196,2.5833429332950657,9593.110592180388,930869f03827b8fa2e51641ee24f5bddb5e01a20a0d0575dad7f009c3f54e02d,gAAAAABoGRbJb6TiKwkTx0FiusMMSFdpy4pRf_hWZeC8ts4nV1uRBGqcTLqRMhqZp3h2GRkBuj7TpsfpIhxBH2XGCpnexmjK0_ebMvOm1LxyrDpjF6q3A1o=,gAAAAABoGRbJMgZoLHOv1-V7DtmXFwjVjd_nBVJNfVtEMkzk8X8PLsI6Sag7BvyQnlI7guLRaI6Xwb6zmhECtBA1Y3S5uBO1WQ==
HP,2.9781885893623232,16,1000,14.695471494060328,2.279588358688084,31965.356609806408,02ef9675ecf6c0700c0986428113b2d9f188e11c68256e5bffd9d5d19577984c,gAAAAABoGRbJQ5txpUwZ__JR6Tzrv1dOHxBn7B2eXIKy6qZ60i1sNRte9yGAP74k-eRUQ4fqzx-gpBbgN3ezITtc2SWImMYsnLr3Ho6U9yizmkH0ioy5MxM=,gAAAAABoGRbJVQzXWSMKfFQJJOCX_y7NfPdzHEy8-mkwGZUjdEixewGqgXApvKAnY6Z3e2PI-CUPkM9MMQmkLcRaa_aS5TULgw==
Acer,2.4975067596753258,16,1000,16.059668545618415,3.231487382181664,32025.836689022144,fb3010b57354259609e2272ea204296bd8b47c3d478f52bcd58c35afae20ee9b,gAAAAABoGRbJkgeMfceyVcjF1TJRLTWWOEDjIuZ1EiYIBx063ZkT7ONMkWSp7cYMi19u4XpWf9JQNkJxeoYIdcTv5X00dGOL3Gsv-RpxjWtdBLDN3UKHjF8=,gAAAAABoGRbJM7IeXZlOHl32wfk7QQTqHO0efgDsX0RGHXOnbuiHoaTo-D4IMFc0QyWJne_wC2bIQoild4nIT8KmCa8ZSk6rsg==
Asus,1.6369040970550783,32,1000,11.585085953845384,2.490009944267172,32764.274431192796,cbae35da1050476bf6a78fd4f3dced832ea62d45e530cfadb2ef28a46a34e3e0,gAAAAABoGRbJZ9tKOGMZiEIS9AG8OIeG2gOu4TogFdcWPruo2eTPNoFfWTHGCoPicjsWkPN2ef9CuMKZLryAj8ujvRsI4p9YYuWuW9QUJ5rQ8ZiKISIod5w=,gAAAAABoGRbJcHaEBGeAW70Z0QMxVj04XmlsPTUbt4IqWOUxk9xrsTKlOxsCweUjy-k84b9si8Otase4BUeet16F5U17O4eZPQ==
Dell,2.3379931041147524,16,1000,14.353883804598643,2.665345934576956,32114.82080257049,ed452aaa31a310735f7ffcd56cb9248651bd8acbd6c69fb96fafc6953236dd84,gAAAAABoGRbJSDAO-gTRS0nM-dkps-uAKeiB4CiDQ0pBBRjBdfQ5kUKZXBTKmDhAAIKEiKMLib69zFUAZMIRY4wKysqCAeJH1k2uFA0Rc7qaNyCvTOWaHYA=,gAAAAABoGRbJ-aIzTmuUiwk_KsaeWlLH0fviXYXddyrlEkIinL2paVjhNLDZSkqYt3Qzh_q15JqF_0zLazD4aGyPf7R_U9ZMlw==
Dell,3.5071336214950284,16,256,14.006527281573184,2.9526637396085054,9929.514355970863,dec7b1d514c07bbe63b2c519099c481a97e24d85c32cac666b144707e78c6661,gAAAAABoGRbJEkDfxo0OQICSXQG1VosX58eRM597QKrtbdquzPVoQYc1kEMZuPgtDFTyq55lm5q_GR5PjEpY9aJTCdgozLh2m6H-qjaMxezwV99CXFFb8dQ=,gAAAAABoGRbJjs_I2jTrKQ7zHpFM18sNfxSRc3OKnZZkVAXb4aLydPQJMmjSpe-f9i-gIEknV39RHHakKrCA3rr1mVBhOl7TFQ==
Lenovo,1.511580057511507,8,1000,15.237159097780152,2.7781652022295886,31623.8142296768,2d27e50e39363c6a49605a4ec8e9d736b62c064415b155412dbae2d4829a72c0,gAAAAABoGRbJBa3y_K4SxyqpfcUPqCalCr0zU7xv6AX-mPS9rOpNbnPIPM2ryg6CYls-dQqootphcK6KhB_wgFVR312BPXB0yBaJgudJASnSOkW1Sp4XAbM=,gAAAAABoGRbJiIjoA8JMBIef1YMH8xN7LtrVj3ewFcAbxaLifenre0wP4Pc3pWozuj_e1xX4aXHke0G8swTH6UM5LHDSEZ_vrQ==
Lenovo,2.3337479292278607,4,256,14.205743311362054,2.2627738922178398,9264.933977469056,652e45cefdf8571ad409a4c6e3cc79d84c9ebed27f369f963f0cc0107f8f9d21,gAAAAABoGRbJfyTsU78Q-Kr0Mun56imXcV7RsysbkOiY69_R-S29H0KHLIjx__as8u6e2co2BxMPOndb2ZZLt8mCIYD2L9GdKXh6r80_IfqMEH6CRN6pqAE=,gAAAAABoGRbJTE5IzEgOxWZzEcEEOW4Ymouph1mXQYPc2c3R2103oB4wjO0Il-rbZGg7s-29nv6kQdH0iJ8JBVuAbOAVY99pkQ==
HP,2.4954217339773583,4,1000,14.244407402798624,2.2697487345791068,31549.79984535232,0255d396cd032c9138f6ffd46972885178db193b25a91312565920c91edb9178,gAAAAABoGRbJ8q7Nc-iXf_vH88XQeNf8r1gge_InnSt_-0MmD5sdTJreylEBxTzLTJi8o04EPRS4X_AFYOZBWnIgEot_v1T3RGN7WL8p3PdauU320w9Pa88=,gAAAAABoGRbJm3KeUmOL-Okf1fWcVfHkJ8ffXF-CCiPojz_NW7QLEvf4IZnGO9Dx9VuDlMOooWssA2bXWemnBQIj6z2FpHF7og==
Asus,2.843489007344808,8,512,13.577575661456388,2.5797482457025045,16729.550875026107,625987ba72165c964b59d7fabea4812c983696715f9e3203415281c66406fb89,gAAAAABoGRbJN3Se429sX_n8hpz00ydc6oLuZBXBi2Z8Erd58ylYPuhUvVI57gDhTTJCrOeh9k3I1t0ouyyTaTQJPIAzWsSWHbtofP3kMke7j3c1VN5FzBA=,gAAAAABoGRbJa0RfqsIK2Hbn6QlM02-sgIqvm1uGyzJafjc_Z3Ls5prPkJ9EfoKP9en9EorovxxilDWGUIdLIOEyMNKSlJiZVQ==
Asus,3.799639041031901,8,1000,12.853006544044046,2.151677563878617,31747.60460557713,12b6528f5ac80e5cb439f9a807d261eccd39a7607f80dc1a47c4405a8bd1d483,gAAAAABoGRbJ-N3QvFcTqU6LE_Zcjc7ECVVNLLEi_buNU_061rl8QDd9XCN1v28L7y1IUJJsTQorKKAQi2jE-YI1KeTnzL0U5DcG_jNchZcNv9FJezSN_Yk=,gAAAAABoGRbJKxnUyXa9Dzu4GmcNu9hqKBcRq8ttzZbwDOGbdPneBG90fhwi-lXAX2bxfW6viL_euJVuSYw3oepZqTyspVBzYQ==
Lenovo,2.3658649859149032,32,1000,13.893586167513153,3.8793710590307815,32817.51657673146,d6ebcbe3ebd36677116c133cb727bdc1c09dd31c53dc2a141ea19ae7e9cbd715,gAAAAABoGRbJKITjR-Dog2-Qf7XtCeRZcxSjLQ875af_rMHJ0Dp5Jg3Q-utNfEzYJNTgR_dw_RicwKJyaf2XLsaNDNg8F1iywLVgxqSKomuMrZmu6K9vwyI=,gAAAAABoGRbJ7yVS-5mh6NQJ11eYZKNahFx9iGpASP_PR4utVFjkamZwwBLH9hIZftbIV88b6PYjZoptkIDg5sUxM_c6VfdQPA==
Asus,2.367383004740569,32,256,11.710954152610404,2.8619801495267057,10605.76645913327,e768cdc66143f7c83c77a097084ad0d2bf67098c9a661a45762b7ede4fa7d454,gAAAAABoGRbJqIOH2RvrVzCx59CEQ0PbxkSMy57cwP5UyhELHHwf9v3R-HalfYT6s2HSbOH86Adeupo-yjA3iiYz4MZ8G4V_fy4LH01R0EC9UHAYJOaqPbg=,gAAAAABoGRbJTdYl9luV1EyUOtnygbuIEqVgKBF0tiHkfb8qp12RsrdoJNdfi4q1DwYZLisQYDxqGJrMoGJyOUT0CNdB5cvpmQ==
Asus,3.343753120274371,32,1000,16.769080033898508,2.839237903307213,32810.02391415497,412ffd74cb04923222c33671aac8652a9aa5789d35a3bf2dcb0107494bb4b3d4,gAAAAABoGRbJ-5MJJ9j17nVtr265aHkYbfAh75mzJQCeya6At6LMLIOZ94lQ0oDvQhr_5ojlPChhkOybbpbrKTSZqtUC4mZNU5apcZH-BiBy7FY1acRKOQ0=,gAAAAABoGRbJ4huCuekeCeN8QpKl47F8vpJgUW9fc1AqCfozbKN5PWN35j5dgQezGfk3zoa3mWEBR3560i2eVMUer_Ht3C9DBw==
Dell,2.630544852224518,8,512,15.286464581759589,2.9959948827132954,17059.609275297906,0bfcb30df696e40089e724d7d8447b405163b82f2a609ad12db0214db50ead94,gAAAAABoGRbJsOPPIgC4TznZ6eRo0mw8DOxVAAADrBlX8CD9L6ye05PHGbike2qioCf6id9B4RieFbg3sIvOzWD_fadHPQpWp-lPZmZ9V8_0dWw1CSa0rfU=,gAAAAABoGRbJBEp5i9M4pjqHZPDW8AmmyXGobic0npW5V7ZaXSci9mcGYxolZAV-nj_54HgHCRHHrbJiDRkFP7UejmpnU18-mA==
Lenovo,2.061512057349955,8,256,16.71480270012708,3.988388822629165,8973.58968596835,4c2d77ffc3a39a47bc67ccbda5d2f30293c0401cbf87baa33e66a067c594150c,gAAAAABoGRbJ0rudWu0NwYllxxXHvm4vAH8Qog4PUN7TcMwSN76sOtu47eYQq68wvCRlYNIXmW4rwUGoipx4KTiKhnHH86-G0fh60-RXrpL1o4YmBbWp47Y=,gAAAAABoGRbJCWtMiJPuP7MnnFGehaIbyKBhwOQ1ctsyuZIGCMEBUsEkAwwX5eaj7ft2njf4AscuRWoXzCYnW7ozJ7LPhotkcw==
Acer,2.6310987903317336,16,256,12.36036429397978,4.611901644450471,9912.491624645294,20da83692f8fd2b7941383ca2b0706a7f29b84b742b5c4480f43bce03aab1f11,gAAAAABoGRbJQ34Ns2MLWQW66_X7e2J5UTGADLunkg_jRgKswiN0FT8kxzm6ZNLVzN51wsNdvIxuaqTr55Y6E4GoOjOkb_8Z6Qk90nBWHbPGPnDblGp5RXQ=,gAAAAABoGRbJ_JAewpNkxrObbKhlPj3P3Pi2x3md_92XsHmJdWwB9B-D9H3uHdrld7T6Ahi8SueP1I6kD46j-Q4_kNGACn-UKA==
Lenovo,1.8521425509494995,32,1000,16.276046121059167,4.277260797666916,32801.64628030737,a166ef232bb8fe9b718ec02934b7ae843c9a54f0cb3e780d0ec0c7343dcbe94a,gAAAAABoGRbJoLziMWx3akqOkoxCogaJvs5MAkUi0hgKuRwekvSnELB1jKJSNeqC04ha_K9U8NgoPAvA-TOs5rSG7EJ2dML0CvnW5rLVzhuIRZIsxy4DY5k=,gAAAAABoGRbJGLdQHu2Y2HqJt1cVMdMbT7wbG41MkhgEyrx8lgLQ9wQHu0_VdMq1U9DRKdXJSggU0gC153pcf4oe8n9Uso8d_w==
Acer,1.9409674662655585,32,256,15.852739907381231,4.182587690675285,10174.195207302795,dad529924f59169af1353c38bc3b3c6fbfea4f6a096a4afad994cb8d54caddd1,gAAAAABoGRbJp1li0CRJYslnDHbVl8b105hlLTz7R5lDWJdFlDwoDoFqCugLFxp3lk4q9ii8WQePp320CrbZlLAhlECykOwHDxiXOpTBb7MTnr81ZtUV6gY=,gAAAAABoGRbJf-Fb3aPisrzwoWAkZcePuvOJHCrzXd9MjBNwXboWxxhuOjQX75ZqMrAwiDtAeeTOhLbMpkGGfTE2Xw9DIvdn9Q==
Dell,2.7459194318486992,32,256,15.06291447474604,3.453173556802548,10325.364732735776,36a79cb64e6a556c7fe1f8828546a70ff50654e5fce7963737899e33ebbf95e0,gAAAAABoGRbJQLzCHh5kmgPckhf7gg6KiYi_IuzqWvYXUzMje0FBGW539ynQJ15kESQHq-ONh6oTQ0hsVID32yV69ltwvloPLgZlX7E7x2LyQgw1-LXSBqc=,gAAAAABoGRbJYfw-xonpIaBXgd-M63fmPtlIUcBAcvIWnn_88SLmjwISUnp8n9H92XP0xkv527_ILZ_YSKheb8OeBhndOy00_A==
HP,2.5473136237613696,4,256,14.750175116511237,4.081416670902235,9221.138434690329,5117640f2a737f124847e18d716399a1cb47082b202aefa3c3290f0185efb0cf,gAAAAABoGRbJBeRWLx4o10m5NY8T-CezD2EsMHm6Ssz3Vth49xpHAUATYeCzkFEJcJP5r0YuA589nu-lpFvEdgUSzckOsEeDqZVRqfMybiBb771F2MNH_HQ=,gAAAAABoGRbJ0O3NGpeQEPnoj5Y3pfOpat_nHrrAy_z868SvAXKpK4-9Tijr9avVA8Nb0k8MysAl3BxVDVQhNPhyWQowO6kntA==
Asus,3.78711475267025,16,256,12.89929799160722,3.658287104100749,10233.785822237818,4495eba2f9fb5bfa52d53962e6cfad51673111e4f0716b8383fa1e7c98d22c1c,gAAAAABoGRbJWTJTfwyq7jZFM4YMiGN1Pp2F-VobsT7VYTIuGpX67msUqJ51h2eAuf6oeKYsceOk2TAV2ppP1qf-AyAfM6wPzZFmpuDAwt-mSzMeCRjTTyo=,gAAAAABoGRbJPxiM-C-KY9VbjpzMOy5ORUFJ1tn3d08USw-UWcxfZ083A3Li6uyEQOm5xfSv2SGlAmCY-7d1kwXcLMt_rErcCg==
Dell,2.4059847477915826,32,256,15.898464709790185,2.648751584559587,10333.321560418655,2cf58ce9b5f77c5d5bfaacd02ba1249785d6a4776bdddcfdff334675f38b2e12,gAAAAABoGRbJkiC8yBfvoBf-wOqQ61Fk7JupPoyYYrT5F-p83iHozfpBjoCUfj4bk4Vx0qNnaKsv9LgG_qwvtj-NVQeA7tSmT3sDPwExNiOu5y9ll8l1NeQ=,gAAAAABoGRbJPpqaEZygtddJx6Sz0boVTWv4eAahMRl1AyF_hfVpiSX227rRYdm8ub2o_eyZrvHQcuhETHhmXOULzaeTUHIpTw==
Asus,2.951470875695109,32,256,14.009092768878403,2.625765103223152,10781.539201207572,b3aacc196fca93e062f2e212b276e7c3f8177e2a6435b41dd439248a8e37deb7,gAAAAABoGRbJXaEf-ccdSwGFv2yTXrRTKkE7Px4DtIr0r5OP2n3OtC4RQoTWy4jF19rd3oGmpxfTryFCXPI8coar5d3vFu1Cd4ZTu51wU-B2_irNuLxNgu0=,gAAAAABoGRbJivvOequF5PPXC55OwhXfc9AWOsfY9gXsIDmBDBMW9ot8QTbqvetMvhrqJ84RqNCGrD9xVhs_00hJJ-5WhYwAPA==
HP,3.080660719798826,32,512,11.425349455347712,2.8891760206258503,18167.2998292549,c9d5ca3808062fe1a2d129d9d871dcee74ace265c16d50473804763adee3cfc4,gAAAAABoGRbJilDhxpP6vyh6cv2riG9x3VT_1hMrVosK7FWYc7v3x1ZdCKhox3qfQLc87rU9CZpgjk-TcSke5oK4PINTdBk_N6hhYSIzuu5pQS58kNxnd_E=,gAAAAABoGRbJ7mxutJvX7k6a68gT-LZ306iKjNou7mzriFbRBKB8oE3BxiFqEieCsP2ai5qQ2Q0rWqr29tA770Cchfjiufb0fQ==
HP,1.532736141470834,4,1000,12.87717896513078,4.73240801290944,31381.405548006263,87738d99784dd64fde186fbaac9e867337bc1351a39704e236786aa4ebc8e70a,gAAAAABoGRbJ8_MBvZk5CQ_6ywDWoKkkoTj774t45AoSL0wNN2c_1zvuskkbUBu4WcBy3-S0ZvNgHG-lawZvn89moQU2ugDeKII8Sg0n2hgXoy2HtyncQd8=,gAAAAABoGRbJwCFNmbFLAgeWzzLVSr-1SfoHBxt4r2xw24e6AgHKT27KCipMocfr9ruv0lr3zlVsYxrkAwfl6wORGKxIiIHOTA==
Dell,3.1588434300417765,4,512,16.611782591271965,3.642244521139178,17124.220074695466,e70393ae6553a7fcf02989c9245cad822883813eabeb61680087b7281388c076,gAAAAABoGRbJVKxwG1h5oWEEs-0e9kvtLRNEClFo9vSvez9EOFxc8kHWVC1yoCuU_te_OyXWqHrMppO1Geq-n7K0od1WUMN2uh1rhFcttxa6INDw4ppaYi8=,gAAAAABoGRbJ7lL-5oWtD-5Wi00NbeUyVssvb-9E9s9An_GkiYrIol-A0LOrlj5kIe12tfYadGHde8yURAZVhva-oWstb_QtnA==
HP,1.9450899171743783,8,256,16.104081563629077,4.201716131005608,9280.14242169389,a27db21618053a407d5fbfbd3b2de770b2fc319573362233040ae7dfeb4c1ae4,gAAAAABoGRbJeFfgIZwrWZuLwyLLRh3hYf0eZ-vzi_0sXN5zzOOuOD0XqvWpcYJO8QiMUk0LchhPao-RqPYNBXsqZCHTveIqbE6-sRYNovJw48nUMpkZAqY=,gAAAAABoGRbJopNkCeXziprIqEKZBzaSqdd9gihEyrKKbtcUPWem3trIIa_Dkk2UwWg7DYz-NGigzYDbEiLM6vJ3loNDJ97sow==
